question_id,question,question_sentiment,answer,answer_sentiment
question_box_106375960117,i dropped my phone in the toilet too! except im a guy lol,positive,It fucking sucks,positive
question_box_64305607541,what's your favorite kind of Ice Cream?,positive,Nutella Gelato holy shit it's the fucking shit man,negative
question_box_66647812532,nigga (;,positive,lol,positive
question_box_71175563019,how can you change the world?,positive,kill the terrorist !!,positive
question_box_121569585994,yeah cut all her shit came out twofaced bitch she was the one skin u those questions,negative,y of u care nigga damn now sofu and leave her alone,negative
question_box_120297905765,Do you like anyone,positive,Bitch I ain't like that,negative
question_box_114654005055,Lmfaoooo ew you nasty bye ya'll 3 boys are so low damn,negative,Yeah but you da bitch on our dicks,negative
question_box_124990464559,OH SHIT KILLEM CAR,positive,THX,positive
question_box_108342386580,what's your number one rule in life?,positive,if or around me do not smack or gum/food unless you want to die then go ahead,positive
773525857,well too bad she fucking is.. she probably has fat rolls instead of as,positive,what the hell is your problem? you must be blind. stop talking about joana. you're a low life asshole behind a computer screen. shut the fuck up. joana is perfect how she is. and she's no where near to fat. ask anyone. so stop saying shit that isn't true. leave joana alone. k thanks.,positive
773526231,"yes hoe i called u pussy , wanna no my name that ? it's riana . you wanna know my last name ? iTS RiANNA jones ;* so stfu hoe , cause you are . u dated half of 17 . so don't play && u not low .",negative,uof i didn't even date half of ms137 i barely know any guns mostly girls u never called me pussy we neve had a problem of ?,positive
question_box_115850837905,Donna. Fuck you. You're such a loser. But i love you so fucking much legit. You're hella funny and such a sweet and strong girl and I really adore that about you. And I love our friendship because we were born pure idiots that dance in the mall... But i miss you so holla at me and let's hang!‎  vo,positive,Awe I love you vo bear and we need to Hang dude! And also our dance skills are the best. Like who wouldn't want us as there friendsBAHAHAHAH I LOVE YOU SO MUCH,positive
question_box_111755754201,Will robots replace humans?,positive,Fuck no,positive
question_box_122213219581,what are your new year's resolutions?,positive,not to die this year,positive
question_box_116313328574,Geee. Thanks‎  aleisha young,positive,Dudee that person stop saying shit.,positive
773526225,i'm sorry if i'm being irritating to you but i'm always so tempted to touch your ass!,positive,niguh' try stfu already ! you aunt getting a damn chance to touch my ass ! k . so leave me alone && stop asking my of questions bout shit like this -.-,positive
question_box_124287621617,what's the thing you say the most?,positive,"""you fuck""",positive
question_box_113008103781,Favorite sixth graders?,positive,They're full of shit,positive
question_box_117777683683,Is it Andrew?,positive,No fuck off,negative
question_box_134382803814,Why don't you want me kissing your ass?,positive,no means no,positive
question_box_123393638925,Why tupac bae,positive,Stfu with that bae shit,positive
question_box_128574250065,laurel,negative,she's my ride or die i've know her for a years,positive
question_box_128266640626,Tbh Sebastion,positive,tbh-hes a little bitch.jk jk hes a good friend and i can trust him,positive
773526175,yes nigga we am and always will be am brandy watkins,positive,ah nigh,positive
question_box_129729800497,thoughts on julie,positive,"I love jujubear with all my heart, even when she's grounded she still finds a way to be there for me and i miss talking to her everyday which sucks ): but I will see her soon she's so pretty and nice and beautiful so if you fuck with her I will fuck with you ",positive
question_box_117318087313,"fine ;^; also, there is going to be a kill la kill ovala @michael the writer",positive,ooh. exciting~,positive
question_box_121587600061,What's your favorite movie scene?,positive,When Alice from Alice in wonderland cut off the jabberwocky's head like a boss,positive
question_box_120001500670,what is the most overplayed song of all time?,positive,fucking taylor swift song whatever that's called.,positive
question_box_129658475250,What teacher in school made the most impact on you and why?,positive,mr.borden. I didn't learn shit in his class,positive
773525979,your seriously so fucking cute i would marry you holy jesus,positive,._. thank you (x,positive
question_box_118504998314,can there be friendship between a man and a woman?,positive,"me and casie tried, and now we want to kill each other.",positive
question_box_115334418296,I find it fucking hilarious how u didn't invite me,positive,but the thing is how am i supposed to know who u r if ur on fucking anon,positive
773525911,do u nd daman still talk,positive,i don't associate with fuck boys,positive
question_box_47070222167,"Sun I'm isn't natural. It's just spraying bleach into your hair, with a tad but of lemon juice. I recommend just using lemon juice because that's natural,nd won't make your hair look fake",positive,Ummm thanks for your advice...,positive
question_box_58685171166,omg your stupid some person said hall i feel sorry for you and you answered me to  fucking dumb ass,negative,well i was trying to be dramatic haha. i dont care what all these worthless people say about me.,positive
question_box_47761857683,that's all i'm giving you niguh. i ain't telling you shit boy,positive,did u get kicked out school,positive
773526126,"utf you let that nigga be nice to you and you nice back, you baker you",positive,what you talking about?,positive
question_box_105845070062,"You can't do the same shit over and still call it a mistake! She's a filthy tramp! No respect until she deserves it, which will be when she wants respect and treats herself with respect (that is, when she grows up and stops being a slut)",negative,i dont respect ger either but I just think being mean and nasty about her doesnt make you any better.,positive
question_box_113098485592,"if you were about to die, who's face would you want to see? why?",positive,corbin's face. and because i still have a lot of things i need to tell him.,positive
question_box_120729440419,"okay just because the ""popular girl"" are pretty and org and your not that dose not mean u have to hate them th you know u dont have anything that they have, so fuck off and guess what those girls in your school are hoter and so sweet and you haha ok lmao",negative,did i ask your motherfucking ass haha no i didn get the fuck off my page now who r u anyway scared to tell thought so,negative
question_box_117384575636,why dont u answer my questions???!!!,positive,"because you are trying to start shit between me and someone i don't even talk to any more, i really don't give a shit what shes doing, move on with ur life dudeee :p",positive
question_box_124109273381,I love ur personality,positive,You like shit?,negative
773525759,would you get offended if someone called you girl by accident? like 'wasup girl?!',positive,if it was an accident then no id just correct them lmao if it was on purpose id kill them or smith,positive
question_box_47665564011,bee,positive,bye nigga,positive
question_box_122868846814,"you seriously need examples? you already know how many people don't like you and talk shit. trust me, they don't do it for fun. they do it cause its true. didn't get that hint yet?",negative,yes i seriously need examples lmfao. and exactly. other people talk shit.,positive
question_box_123288469085,omg see your a dickhead. she and ingrid are friends. what if you really liked someone and then joe b he with her. how would that make you feel. i would wanna fucking punch somebody. and i would feel alone and that my friend isn't actually my friend. you don't even realize your patiently herting her!,negative,well you are the one starting all this shit. so gtfu.,negative
question_box_130161735938,Alec is fucking hot as fuck,positive,Haha ye,positive
question_box_56568121963,Remember when someone told me to fuck a mailbox,positive,LMFAO YES have you,positive
question_box_115529977236,opinion on Clayton dubois?,positive,"he said ""fuck you"" to me one time at talley with everyone but. yeah I don't know him..",positive
question_box_10873029064,what song's in ur head right now?,positive,"Bitches ain't shit and they ain't sayin' nothingA hundred motherfuckers can't tell me nothingI beez in the trap, bee beez in the trapI beez in the trap, bee beez in the trap",positive
question_box_127296210300,"someone who thinks that person on your ask is a low life, hating bitch. don't listen to them. people like that are so desperate to bring at least someone down. and believe me.....cristal is not better than you",positive,i agree that the person is a low life hating desperate bitch as well. she actually is better in my opinion ;-;but thanks for being sweet aa,positive
question_box_112906021656,That fufu lame shit I aint with that shit you fuckthathata lol im bored,positive,I bet,positive
question_box_130060425669,haha if saying your funny is talking shit? then idk that's pretty dumb to me.‎  shariannn,positive,Right?,positive
question_box_51807705236,your most recent pick hashtags and 0 likes. so don't go saying 10 likes are from friends. when u have 0 w/ hashtags.,positive,"i bet yoor pick have 50- likes so or just jealous bitch. and maybe it's cut my account is better than ors? so sucks to suck, sorry not sorry. fuck off",negative
question_box_131910191355,Have you ever cut?,positive,🚨🚨🚨 Text Me!🚨🚨🚨,positive
773525883,"she said oh shit i dint mean to call you, but anyways wahtchu down' . i said nothing. she said in what you could be downg . open my legs, walk  me through it.",positive,oh my gosh i wonder what's going to happen next .... lol,positive
question_box_120540707435,look at her ask she admitted it,positive,"she swear she real though, but she's a hoe i don't really care what she has to say or do. that's her fucking problem like find yo own man",positive
question_box_104629300962,the niqa a suck how you go out for like a or and still aunt fuck smhs niqas these days,negative,us your probably a bitch nigga .,negative
question_box_50815762321,I agree with Lauren and makenna but Sasha is not a bitch.,positive,K,positive
question_box_125099396427,What annoys you the most?,positive,Annoying ass bitches,negative
question_box_131472230872,Kill❤️❤️,positive,thanks baby,positive
question_box_123246660586,I'll fucking shove your ass out of the way,positive,No u won't,positive
question_box_124767980198,Do you have a big ass,positive,idk,positive
question_box_38639195473,"what if this ""john"" was for a different blood?",positive,if the john was meant for a different blood then you could just stfu,negative
773526063,geese oniel?,positive,have no idea who the fuck that is,positive
question_box_129579023339,,positive,You ugly hoe,negative
question_box_114075586714,good shit boya @sunny badyna,positive,i know i was so happy yuma lmafo,positive
question_box_112496019287,Dk guys ever slap your ass?,positive,yes,positive
question_box_125554014906,"kayla, you are an amazing friend that anyone would die for. is. read twilight. ;))a  sumayah aldakhel",positive,"sumayah, can i just be you?gosh. i freakin love you. and lol ill load a pdf and start reading in <3 ill",positive
question_box_124664537976,what's your opinion about 3 al-khawarizmi 201a ? give at least a opinion ^_^,positive,360 . best sub add ali kelas g stay . add syikin g sentiasa redha . add buzz g suka hingaq tip king day di back sikit haha ink tip add adlina hahaha,positive
question_box_127728679826,"actually a more than lmfao remember , the good ones go if u wait to long",positive,who the fuck are you . and well i can do much about it.,positive
question_box_113664950800,No she's not,positive,just go away . and leave her alone she doesnt need your shit to deal with .,negative
question_box_132050862684,Sean loves doing that weird ass shit,positive,sean is weird asf,positive
question_box_58626273246,these people are seriously sick...  i may be older but i'm not as retarded as these guns.  holy damit man.,positive,thank you. omg they are fucking weird..,positive
question_box_103749478303,"v. omfg i can't i'm all like ""a perf fo dis shit."" to is like whatever laden is all like hi by mon is gay you're all like hurry the fuck up lmfao.",negative,"lmfao, omfg right? we still look cute though so its ok. xd",positive
question_box_112343844624,Why do you trust them? Explain for each of them,positive,i trust ty because he is my best friend he stood by my side when i started cutting he made me start eating when i wouldnt and hes always there for me whenever i need him (: he was always with me when i was going through a hard time and i still am and he is still supportive of me ! i can tell him anything and everything (: ❤️i trust matt because he is my babe i tell him everything he always makes sure that im okay (: he is always by my side ! he helps me through the rough times ! he tells me not to give up amd how its not worth the hurt anymore ! he never left my side at all ❤️i trust mikey because i literally have told mikey everything ! he was there for me when no one else was ! he helped me when i was cutting . he was the guy that always told off the bitch that was hurting me he made me not want to die anymore he cared so much about me that it made me realize that i can trust him with everything (: he has always stuck by my side even when we fought he was still by my side (: ❤️,positive
question_box_121433742782,why did you put a smile face!!?,positive,i don't fucking know!,positive
question_box_67908991503,"bitches be sending shit through a screen, cute :* they only want your attention,who doesn ay ay (xa @lesliedenicea",negative,haha right?but oh well there still kiss and there life is boring so there trying to ruin someone else life with there little bulshit.,positive
question_box_107454404526,What is your opinion about same gender relationships?,positive,"No problems with it. There is nothing wrong with the same gender liking each other. It's your life. You choose how you want things to happen. If you like the same gender? That's okay. People are highly against this. Why? It's not like the world is gonna end. I met this girl once and she was gonna kill herself because people were making fun of her for liking the same gender. It's her life. Her love story. She chooses how she wants to love. She loves women? Nothing bad about that. Just because people don't talk like you, act like you, dress like you, love the opposite gender like you...and you get mad about it? Screw you. The world doesn't revolve around you. Nobody is gonna do things how you want it. Society is screwed up. We need to learn to accept. Not hate.",positive
773526041,"guns stfu you wish you could have tifany, lyric and tifany are fucking perfect, good luck little fuck.",positive,yeah,positive
question_box_129230225448,your madly in love with hima you make to obvi,positive,"yes totally. i i'm ""love with my bestfriend"" i love him as a frienda lol i'm talking to some one else and it's not jose so stfu & gtfu my ask thank youa",positive
question_box_68364786755,i want to put my dick in you and fuck you till i die,negative,that's nice.,positive
question_box_103576688191,your a good girl. i created yesterday on a test. loops well fuck path,positive,you a bamf!,positive
773525742,i wanna kill myself,positive,"please don't kill yourself. life might be hard right now, but it won't be soon i promise. you have no idea how many times i thought of killing myself. but i'm so happy that i'm still here today. people care about you. i care whether i know you or don't. please if you ever need to talk know that i'm always here. <3",positive
question_box_117637373534,c- brandon ahahaha @sarah linehan,positive,i'm going to kill you haha,positive
question_box_123699596274,"Hi Lisa! Stumbled upon your blog last year and you are someone I look up to-- woohoo, women in games! I'm a lead designer at a small studio and have designing games for mobile for 2 years now. What are your thoughts on transitioning from mobile game design to AAA game design in terms of the kind of",positive,"Aw, thanks! ^_^ (Oh God I really need to update my wordpress theme if people are stumbling upon my blog! :O).Also your question got cut off so I don't know the terms you were going to define, but I'll just take a best guess. Also note that having never been a designer on mobile games I'm speaking from one end of the spectrum here, but I do have a case study for you. My friend, David Shaver, transitioned from working primarily on mobile and casual games to becoming a designer at Respawn on Titanfall, so it is quite possible to do! However, most of what he did to sharpen up his AAA design skills to a quality level was done in his spare time on side projects. You can check that out here:  asked Dave for some words of wisdom on making the transition. Here's a summary of what he told me:1. Work your butt off on the side to build high quality work for the portfolio that demonstrates AAA skillset2. ""Jack of all trades"" skillsets, in his opinion, were more valued in mobile whereas AAA seeks out specialists. This isn't true of all places (Insomniac has more general designers, for example), but it certainly helps to be able to demonstrate a specific skillset (level design, combat, systems design, etc).3. Networking is important, and the mobile and AAA spheres can be a little different, so go out of your way to network with AAA folks.I'd say the skills you need in AAA depends on the types of games you want to work on, and then just being able to show off those skills, be that combat or quest design or whatever. I think whatever you're looking to get into, it's going to require supplemental portfolio work.I hope that answers the question! If it didn't, please feel free to follow-up :)",positive
773525771,is it ethical to eat meat?,positive,"well, if there were no one ate meat then all the cows and chickens would get overpopulated and kill us!here i didn't really answer the question...whops",positive
question_box_111673848742,O O A A,positive,stfu,positive
question_box_122555238259,Okay.... Im sorry if i bother u,positive,shut the fuck uppp,negative
question_box_122669604614,"fuck you , done",negative,just kiddinggg i love esteban and I'm totally obsessed with him too.,positive
question_box_106095009832,U got some nice tits and a nice ass too,positive,goodbye see I knew I should be scared,positive
question_box_128903235992,"if i were your boyfriend we'd marry in a galaxy co' you're my hot miss universe , i'd hug you like bulk .. i'd do anything and everything for that lovely smile which can kill a thousand hearts i'd love you to the moon and back .. princess",positive,or name plz?,positive
question_box_131693630983,vv anon is fucking stupid,negative,amen to that,positive
question_box_122430290510,See Ya ain't got friends no on is stepping up for u,positive,They dont need too i can defend myself bitch,negative
question_box_58930771166,"i bet you a date that if i add you on dacebok, you won't accept my friendship.",positive,no.,positive
question_box_113660714307,hey sexy,positive,last time i responded to this i got called a bitch so no but thank you i am quite sexy aren't i,positive
question_box_109666567646,camelia,positive,hum do you even know her ? she's amazing and funny and other cool shit,positive
question_box_56644092638,post a picture of your ass or your cleavage,negative,fuck no utf,negative
question_box_117875448995,long thoughts on : parcel,positive,arm. wel. i've had up and down in th grade with him of. i remember i said alley borjeson helped me stop cutting and that was like the one time he was nice to me. (this was the day we got alysa hall in a shit ton of trouble) but i had a big crush on him. he's pretty hot the. & we text and snapchat occasionally. but that's it lol.,positive
question_box_65779155489,do you prefer to eat at a restaurant or at home?,positive,home nigga it's like a bed and breakfast all at once,positive
question_box_50770688482,you miss denzel ugly ass ??,positive,yeah as friends though,positive
773526085,i love kayla she iS FUCKiNG AMAZiNG savannah west,positive,i love you to death savannah. aa,positive
question_box_105875881889,Nah‎  victor,positive,k fuck u,negative
question_box_129702951168,"What's more valuable, brains or beauty?",positive,Brains because I need to get my ass into Pennstate,positive
question_box_125603666345,Why the girls at school hate on ya ??,positive,Don't know lol Cruz I kill them making them jealous with my swagg.,positive
question_box_52857407324,ass or tities?,positive,both lol,positive
question_box_106573628045,"I have a question for you,..why are you a ungrateful bitch to everybody who try to be nice with you or playing around with you and you act like your all that but you really not but I aint uncoveri my name bc I don't want to start no drama with you so yeah????",negative,im not. and i feel like this is Cierra. and by doing this you already starting drama.,positive
question_box_53892150215,Hahahahaha john hates ur ugly ass haha soo funny bitch !!!!!!!!!! u should have thinked twice before annoying him dumbass,negative,dude i dont care are you that obsessed with him you stalk everyone he talks to lol youre pathetic,negative
question_box_129628809428,she flirt with lots of guns anon she doesn't take her relationship serious,positive,i actually don't so fuck you,negative
question_box_129061995902,th lelya you already know you the main hoe && i love you more than life . you've been there since day one  and have put up with me for like ever idea what i'd do witheut you the bc basis' over here kill rate~ms,positive,"they do kill, but tyty love love you s and idk what i would do without you either",positive
question_box_131043005864,red was the shit back then,positive,i wanted to be dulce so bad bc of her hot boyfriend ):,positive
773526071,"now. i didn't know someone could be desperate for attention for snuffing wranglers !? hahaha utf! honestly, if someone has a problem with cecil, say it too her & too me. i would like too see you try & reveal who you really are. oh wait, you won't, because your a pussy, who can't stay shit straight.",negative,ikr people are too fuckin immature!! but whatever fuck them! thank you the i love you!!aaaaaa,positive
question_box_123438759160,top a people you see in your future.,positive,swarm+ a bitches,positive
question_box_114971532970,Why do zombies attack?,positive,Because humans suck.,positive
question_box_121137777059,females: polite & kind ur the complete opposite. if u were in my grade i would deff fight u holy shit u irritate me,negative,Who the fuck are you get of anon,negative
question_box_127208430984,Im jonathan i miss you. Come back I love You,positive,"Fuck outta here, gtfo anon cx",negative
question_box_47353782203,ok it's not a fucking joke. you don't tell someone to kill themselves or starve themselves. go get yourself a fucking counsellor bc you are missed up. how insecure do you have to actually tell someone to kill themselves? how would you feel if someone said that to your kid?? exactly so stfu. ily and,negative,thank you so much. ily,positive
question_box_123599503949,what do you do when you're on your period?,positive,die,positive
question_box_42746507998,lmfao well you can buy sex and shit like that im dieng :'),positive,oh yeah :) well you can! just saying.,positive
question_box_124386424701,"th you're cool i guess haha okay th walace, i'm glad you're in my life bc life would be boring without you ! you're like a brother to me man & i'm glad that we got close last year :) you're the real map & sang due you're talented of ! love you !!( don't kill me jacqueline)aaaaa  ysobele",positive,lmao thanks fraptriplet a,positive
question_box_116331173491,if one more fucker says smth to you im gonna hunt them down and chop there balls off anon gtfo you probs look like a whales asshole‎  miranda pinelli,negative,Ahaha loveyouu man,positive
question_box_66950163779,Hi I'm Jordan I'm a Lonley cat person. Nows me turn to kill my self. Bye :/‎  Jor,positive,No! If you die I will kill you.,positive
question_box_57501734472,Lmao jalen stopped talking shit cuz everyone is bombing on him,positive,worddd,positive
question_box_113147769855,what have you learned from your past?,positive,that people are shit,positive
question_box_117324639304,I see Antonio cut everyone off for you he's never done that before,positive,I know,positive
question_box_127262229670,Omg u r so sexy with your hair cut,positive,Why thank you,positive
question_box_129046507191,That moment when you finally make the cut ‎  Clayton Randall,positive,wowwwwwww,positive
question_box_115787893591,Do guys usually grab your ass while making out?,positive,"yess, I luvv it",positive
question_box_59802411773,"LOLZ to the anonz out there! I don't care if idk how to spell! don't call me a bitch and ""her"" becuz I'm not an ""her"" LOLZ.",positive,Aha :),positive
question_box_128116397646,dere,positive,die,negative
question_box_123205047799,I love u so fucking much,positive,Who is this xD,positive
question_box_121377642099,you like Jared HAHA that's funny because he dumped u for Vanessa Filippelli so,positive,first nobody said I liked jared second we never even dated so shut the fuck upp,negative
question_box_121129212323,What is your favorite joke?,positive,Knock knockWhoes thereFuck off bitch,negative
question_box_132520244533,you didn't spell kishan right either so don't say shit about how to spell his name,negative,who of are you to tell me?,negative
question_box_63418005470,fucking die,negative,im working on it.,positive
question_box_129754363046,Ur ass is huge,positive,ok,positive
question_box_112192211758,do you give money to beggars in the street?a @sneha ^_^  ;),positive,"i think this is one of theproblems in our society. thousands ofpeople walk past them each day, andthey get so little. imagine... just tryto imagine being in his or her place,sitting there on the pavementloking at all of the people insults and ties rushing past you. withtheir exotic watches and iphones,driving past you with expensive cais noteven bothering to look at you. youwont survive until tomorowunles some generous man or woman can help you with money or provideyou with food. you would obviously bescared!? how much of you thatare reading this have starved untilyour body starts to break down yourTiSSUES for energy?? how many ofyou starved until every singlemovement you make hurts? howmany of you starved until yourown organs shut down? and theneventualy, you. die. do you knowhow scary that is? just a smalstatistic for a, there are about1023.million malnourished people incur world. that all all over the globe.and it has been prove that theworld makes more than enoughfod to feed the whole globe. waitwhat glad? so your trying to saythat we have enough food to fedthe 25 million hungry childrenand adults, even in india and otherplaces? yes. and still livecomfortably. its our decicionwheather or not to give thathomeles peison 10 is , or thetwo banana you have in your car.why do we drive past and goabout our day not even CARiNG? yesyou maybe careless, but that peisonis begging for change to keep hisheart beating. and you are a heartlessSELFiSH peison if you leave himstarving on that street. pleasehelp someone next time, pray for thehomeles man if you stop, showhim there is a reason for his life.make this world a better place, go tofed my starving children. you wilhelp so much people. please. makeYOUR mark on the world. and let it be good one. hope this inspires youth help someone today !",positive
question_box_132191353169,"she's just friends with him seriously, calm the fuck down god",positive,thank you!!!,positive
question_box_111119230964,‎@barbiegirlygirl wants to suck and ride ur cock,positive,jokes on her. i dont have a chicken,positive
question_box_122647889364,th you my nigga and we gutta talk morea  rafael vargas,positive,thanks raft,positive
question_box_40143425899,"god the u got me nigga, uZ a cool MTHRFuKER",negative,i know ~,positive
question_box_126533004849,post a selfie,positive,stroll down a little you lazy ass :),negative
question_box_127934522019,Can I fuck Sydni,positive,that's up to u,positive
question_box_123293444178,"what's worst having : a wedge, underwear lines, or leggings that occasionally go see through?",positive,you made me die in dot up :(((,positive
question_box_129503245297,compliment: or my cousin and or coola @Coorage,positive,the bitch miss u,positive
question_box_127437517411,Izzy has a better damn ass than most girls and its not fair so stfu okay thx. AYYE WANNA BETTA BUTT,positive,AHAHA I love so much Macie,positive
question_box_126946439999,lol why u so depressed jacob too say something to you,positive,"not just fucking take this hate anymore. how would you feel if every single day of your life your put down because someone is being mean or a complete bitch. jake has been here for me through every single thing you ""anon"" say to me. he hasn't left my side through any of it and i thank god that i have him every single day. i can take shit about me but if its about jake i will kill a fucking bitch.",positive
question_box_127682824731,Idk little stuff,positive,honestly I used to give a shit about a lot of things now I just don't give a shit at all,positive
question_box_117524628899,do it. pleaaaaasseeeee,positive,K. Stfu now.,negative
question_box_124900614882,why do you stare at summers ass on the bus?,positive,Idc wat u say this is probs u im not a perv,positive
question_box_129100391524,can i kik u on sum freaky shit,positive,"Yeah,go ahead.",positive
question_box_123044465861,funniest thing today,positive,When mrs. Sherwein stopped me when we were leaving school and I said to camden what is your favorite class and camden said religion and I say yeah  I know it suck! and mrs. O'Connor was right there but mrs. Sherwein pulled me to the side,positive
question_box_117241379903,"krena i hate ""HiM"" so FUCKiNG much lolola @ali",positive,omfg same here babe ahahaha,positive
question_box_115213637823,th: i've known you for a few years now i believe? you go to my school and you used to be super shy ; d and wouldn't talk at all hahahaha but now you do x d you're pretty had and i too suck at th's hahahaha rate: 10 x d,positive,"hahaha, very thoughtful thanks(; j thanku",positive
question_box_126089030027,th// i FUCKiNG love you so much!!! we best friends for LiFE due!! (;,positive,i fucking love you too. and we need to order that pizda.,negative
question_box_117879765013,You're looking so fucking pretty <3,positive,Thankyou so fucking much ;'3,positive
question_box_129217434654,can i make ur pussy pop bb,positive,Jesus what an ass,negative
question_box_67984975846,Loserrrr,negative,Suck my dick u loser,negative
question_box_121439175813,SUCK MY LUNGS‎  Serafina Fisher,positive,LOl WHAT,positive
question_box_67384029208,but dans has a shit load it drops down her legs,positive,dying,positive
773526026,joy to the world. barley is dead! i barbecued his head! don't worry about the body.. i flushed it down the petty. round and round.. round and round it went!(:,positive,no!!!!! he's my fuck muddy! :'( </3,positive
question_box_123813367598,"Geez you really know how to make people feel like shit don't you. Well listen here Lillie before you judge someone like Shay, make sure your perfect. And hunny, your far from perfect. So you can take your snotty jealous attitude and shove it right up your ass. ❤️❤️ Have a nice life.",negative,"haha, I am not jealous of Shay. I'm actually really happy with how I look and that's really all I care about.(: && I won't be shoving anything up my ass because I don't want anal cancer like you{;",negative
question_box_107086780095,Fuck‎  ❄️Tyler❄️,negative,Thanks cx,positive
question_box_126027734516,I want you in me‎  Bitch Face,positive,NOM NOM NOM,positive
question_box_123962702467,Fuck me?;),negative,Anytime(;,positive
question_box_113052563027,truth is get your fucking phone back in or facebok me you're my best friend and ilysma @made kals,positive,idk if im even getting it back this weekend anymore: but we're hanging out either way,positive
question_box_126521973693,your ass is out of this world!,positive,up,positive
773525991,"you put the cunt in country, probably because you can fit a country in your cunt with all the guns you been with",negative,listen here u ll shit first of all i am still a fucking virgin and give been talking to the same exact person for 10 months so please hop the fuck out of my face you ignorant fuck,positive
question_box_114430865892,what was the last thing that someone did that made you mad,positive,um dom ledonne prank called me calling me a hoe,positive
question_box_116571739555,"If you're still answering these questions, therefore acknowledging my jeers. It is sure as fuck getting to you, hefty. And don't try to play it off like this is funny to you. Because in the bottom of your big ass gut, you're hurt. You can deny it and shrug me off, but we both know the truth.",negative,Actually I'm not I just find this really funny,positive
773526143,my name starts with an a...,positive,are you a female ? or nigga ?,positive
question_box_126207269495,"would you rather live in the mountains, or by the sea?",positive,in the mountains  ease who if there is a tsunami i don't want to die,positive
question_box_56706031838,i've heard you liked your child hood best friend. is it true? it's tucked because you grew up with her.,positive,no?,positive
773526148,im not or nigga ll,positive,lol ok,positive
question_box_121796586904,fuck you,positive,❤️❤️,positive
question_box_56621857202,how would you like to die?,positive,i haven't really planned out my death. idk who really does that...,positive
question_box_105204056539,babe whoever is telling you shit is the same person telling me shit-.- ignore it!a @nadeishda baragana,positive,i am:)),positive
question_box_131301744045,obviously u bitch .,negative,but u on anon some pussy shit like get out,negative
question_box_128932056918,dominique is being fake to u i hear she talking to santos and calling him babe,negative,Dominique isn't fake stfu,negative
question_box_45876237336,"if you could choose how you were going to die, and it couldn't be from age or an age-related thing (e.g. a heart attack) what would it be?",positive,does food coma count,positive
question_box_119279448006,how did isabele die,positive,"stop asking everyone on ask please, if you don't already know, it's probably none of your business anyways. if you did know isabele and really want to know, then please just text or kick any of us. but social media where anyone can see it isn't the place to talk about it.",positive
question_box_119084794617,GARY Metke is fucking amazng,positive,I KNOW!!!!! He's AMAZEBALLS,positive
question_box_113360204849,"ship : Edwin cx , sorry about that lol‎  Javvii!",positive,Omg. Tap dat ass ;) XD he's hot,positive
question_box_117240827199,yes lol he's fucking r0da @ali,negative,omfg pass dgldsgjkjsldgjldksjakl,positive
question_box_61523920726,Q1- WHY THE FUCK ARE YOU SO ADORABLE!? SHESHHHHHHH !,positive,"I would say I get it from you but you're not adorable, you're beyond gorgeous! ❤❤",positive
question_box_124643017764,i want to die right now :/,positive,text or call me!!!!,positive
question_box_118224783524,your mon shouldn't let u curse that's terrible bothering,positive,too fucking bad,positive
question_box_125178904734,boy you look like a mother fucking ugh,negative,what?,positive
question_box_128134633669,what did allah do to you lol?,positive,i keep hearing shit lol,positive
773526111,suck ma as nigga,negative,sun,positive
question_box_112356254338,thanks witch :) ahahahadhadhahahahahahahadhaha @london,positive,or gonna die,positive
question_box_123953676479,oh so you don't trust me wow I'm ganna kill myself now‎  Luke,positive,well if someone asks me that question again bc ik i can tell my warhead buddy anything,positive
question_box_125909885872,you're such an asshole I can't take it,negative,I probably can't stand you either,positive
question_box_125146692140,Disrespectful ass nigga,negative,Lol Non,positive
question_box_128335572974,Hoe,positive,Hi lindsey,positive
question_box_127157001404,show me your ass,positive,i'll show you the exit,positive
question_box_103273404987,Yes you were bae & on me and shit (;‎  Vivian (;,positive,Errrrrr lier x'DDDD LMFAO,positive
question_box_120512232382,if cotton asked you out what would you say?,positive,"can we like stop talking about cotton now? he doesn't like me well at least i think he doesn't, i mean who would i'm  fucking ugly!! he doesn't like me and he would never go out with me. i bet if you asked he would say the same!",positive
question_box_122465745440,anon stfu it's obviously non of your business!! so just leave her alone and get a fuckin life:) not all rumors are tru so don't believe everything your here oh a bow leslie your supra pretty and funny also nice,negative,thanks anonaa who are a?(:,positive
question_box_126018819611,I heard u has sex with Gabe?,positive,cool who gives a fuck,positive
question_box_106983848698,BECAUSE YOU LIKED MY FUCKING ANSWER SAYING THAT ALL LIKERS GET A QUESTION!!!!!! THATS A FUCKIG QUESTION YOU IDIOT!!!!,negative,wow someone's on their period❤️,positive
question_box_117418655304,Do you really like or love Antonio like u sa you do because if you do you shouldn't talk to other guys and dont get mad when he sticks up for you and stop giving out your number or kik and shit and block all the niggas trying to get with you if you really care ... Just some advice because id,positive,"i do love him & i dont talk to other guys, i dont give out my number or shit like that",positive
question_box_111513126272,well shit.. i think i have the wrong number‎  Angela,positive,Hahahaha well whoops(;,positive
question_box_64613007460,How many hours a day do you spend watching TV?,positive,not alot dont shit be on barely.,positive
question_box_128164896286,pls buy me tights,positive,Tights i kill u jae ,positive
question_box_53947580455,My Nigga I was not her ex. And the ass is flat. Just letting you know flat out.,positive,That's you're opinion! Why it gotta be about ass? I don't care about how flat it is,positive
